Image File,road,sidewalk,building,wall,fence,pole,traffic light,traffic sign,vegetation,terrain,sky,person,rider,car,truck,bus,train,motorcycle,bicycle
37.56114275931313_126.9206833445697_1_180.jpg,0.1388,0.0001,0.7619,0.0,0.0,0.0031,0.0,0.0,0.0004,0.0,0.085,0.0,0.0,0.0104,0.0,0.0004,0.0,0.0,0.0
37.56226836444736_126.9185659063897_1_180.jpg,0.2601,0.0079,0.5432,0.0,0.0,0.0005,0.0,0.0051,0.0018,0.0,0.0983,0.0007,0.0,0.0759,0.0,0.0,0.0,0.0023,0.0043
37.55947180448872_126.9182187365075_0_0.jpg,0.1491,0.0229,0.5194,0.0,0.0,0.0222,0.0,0.0107,0.0054,0.0,0.149,0.0009,0.0,0.1204,0.0,0.0,0.0,0.0,0.0
37.55895496726595_126.9203721148512_1_180.jpg,0.2181,0.1148,0.5464,0.0,0.0,0.0107,0.0,0.0038,0.0088,0.0,0.0837,0.0,0.0,0.0136,0.0002,0.0,0.0,0.0,0.0
37.56349094058022_126.9187430181798_1_180.jpg,0.0856,0.0133,0.088,0.1198,0.0346,0.0011,0.0,0.0045,0.4034,0.0,0.0732,0.0211,0.0,0.1346,0.0009,0.0,0.0,0.0199,0.0
37.56415502748076_126.9264100964528_0_0.jpg,0.3697,0.0161,0.1816,0.0086,0.0076,0.0027,0.0001,0.0025,0.0451,0.0,0.2814,0.0006,0.0,0.0141,0.0698,0.0,0.0,0.0,0.0
37.5601290140502_126.919902314616_0_0.jpg,0.169,0.0065,0.7287,0.0,0.0,0.0,0.0,0.0015,0.0204,0.0198,0.0458,0.0,0.0,0.0082,0.0,0.0,0.0,0.0,0.0
37.56527864275956_126.9237501253168_1_180.jpg,0.2203,0.0431,0.417,0.0,0.0128,0.0326,0.0,0.0185,0.0312,0.0,0.1751,0.0026,0.0,0.0467,0.0,0.0,0.0,0.0,0.0
37.56082376719324_126.9171583487545_1_180.jpg,0.3691,0.0175,0.2431,0.0001,0.005,0.0,0.0,0.0022,0.173,0.0005,0.0894,0.0025,0.0,0.001,0.0966,0.0,0.0,0.0,0.0001
37.56369234181165_126.9176791104926_1_180.jpg,0.1709,0.0126,0.6763,0.0,0.0,0.001,0.0,0.0032,0.0042,0.0,0.1154,0.0136,0.0,0.0028,0.0,0.0,0.0,0.0,0.0
37.55977686021506_126.9238032797498_0_0.jpg,0.4155,0.0049,0.0725,0.0,0.0089,0.0011,0.0,0.0065,0.3367,0.0,0.142,0.0001,0.0005,0.0009,0.0032,0.0051,0.0,0.0018,0.0003
37.56107906279947_126.8982613355792_0_0.jpg,0.0552,0.0,0.0,0.9259,0.0,0.001,0.0,0.007,0.0,0.0,0.0106,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0
37.55227617620721_126.9046285992295_1_180.jpg,0.3496,0.0313,0.1989,0.001,0.0148,0.0117,0.0,0.0044,0.172,0.0,0.1797,0.0,0.0,0.0249,0.0069,0.0049,0.0,0.0,0.0
37.55667037121444_126.9216717403621_0_0.jpg,0.3707,0.0573,0.1215,0.0,0.0,0.0005,0.0,0.0021,0.2933,0.0,0.1534,0.0002,0.0,0.001,0.0,0.0,0.0,0.0,0.0
37.5622607469648_126.9195713115948_1_180.jpg,0.1892,0.0344,0.4831,0.0,0.0383,0.0412,0.0,0.0184,0.1807,0.0,0.0,0.003,0.0,0.0117,0.0,0.0,0.0,0.0,0.0
37.5652193896534_126.92392492779_1_180.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.56360137059031_126.9224819541122_1_180.jpg,0.2759,0.0319,0.5984,0.0,0.0,0.0051,0.0,0.0071,0.0014,0.0,0.0748,0.0033,0.0003,0.0014,0.0,0.0,0.0004,0.0,0.0
37.56083793388359_126.9210620028776_0_0.jpg,0.126,0.0157,0.5415,0.0,0.0,0.0,0.0,0.0008,0.0001,0.0,0.0632,0.0011,0.0,0.2443,0.0072,0.0,0.0,0.0,0.0
37.56569007004762_126.9218166886453_1_180.jpg,0.3246,0.0087,0.2456,0.0009,0.0159,0.0165,0.0,0.0034,0.0542,0.0,0.3185,0.0014,0.0,0.0102,0.0,0.0,0.0,0.0,0.0
37.56239478367648_126.9161464295402_0_0.jpg,0.2595,0.0266,0.3975,0.0,0.0001,0.0245,0.0,0.0086,0.037,0.0,0.1654,0.0211,0.0008,0.0475,0.0,0.0,0.0002,0.0,0.0112
37.56023335338052_126.9190964201396_1_180.jpg,0.3113,0.0,0.6382,0.0,0.0,0.0,0.0,0.0006,0.0045,0.0,0.009,0.0,0.0,0.036,0.0004,0.0,0.0,0.0,0.0
37.56275425469531_126.9224694855671_0_0.jpg,0.3551,0.0003,0.1581,0.005,0.0123,0.0,0.0008,0.0026,0.1239,0.0,0.2746,0.0025,0.0044,0.0589,0.0,0.0,0.0,0.0,0.0014
37.56365650202984_126.9241328691848_1_180.jpg,0.1319,0.0,0.8226,0.0,0.0003,0.0,0.0,0.0035,0.0014,0.0,0.0059,0.0015,0.0001,0.0324,0.0,0.0,0.0001,0.0,0.0
37.56314704942456_126.9169869756598_1_180.jpg,0.0911,0.0251,0.6597,0.0,0.0,0.0152,0.0,0.0053,0.0057,0.0,0.0338,0.0,0.0,0.1641,0.0,0.0,0.0,0.0,0.0
37.5661189372054_126.9165113291367_1_180.jpg,0.1949,0.0,0.5775,0.0,0.1057,0.0011,0.0,0.0052,0.0157,0.0,0.0988,0.0007,0.0,0.0004,0.0,0.0,0.0,0.0,0.0
37.56543419703437_126.9121245381608_0_0.jpg,0.4295,0.0048,0.1826,0.0,0.0795,0.0074,0.0005,0.0023,0.0652,0.0373,0.1885,0.0,0.0,0.0018,0.0006,0.0,0.0,0.0,0.0
