Image File,road,sidewalk,building,wall,fence,pole,traffic light,traffic sign,vegetation,terrain,sky,person,rider,car,truck,bus,train,motorcycle,bicycle,x,y
37.37008051718281_127.1127920807774_1_180.jpg,0.1322,0.0014,0.4848,0.0153,0.0083,0.0,0.0,0.0039,0.2382,0.0,0.0193,0.0,0.0002,0.0964,0.0,0.0,0.0,0.0001,0.0,127.1127920807774,37.37008051718281
37.36920939145078_127.113268983488_1_180.jpg,0.278,0.0063,0.1655,0.0,0.0,0.0001,0.0,0.0044,0.0878,0.0007,0.2964,0.0006,0.0006,0.1595,0.0,0.0,0.0,0.0,0.0,127.113268983488,37.36920939145078
37.36114777728172_127.1140491695812_1_180.jpg,0.3236,0.0409,0.1792,0.0,0.0,0.0117,0.0,0.0039,0.3656,0.0015,0.0473,0.0042,0.0001,0.0216,0.0002,0.0,0.0,0.0001,0.0,127.1140491695812,37.36114777728172
37.36342386462118_127.1080678824219_1_180.jpg,0.4382,0.0034,0.1762,0.0,0.0009,0.0027,0.0,0.0056,0.0699,0.0026,0.2824,0.0001,0.0,0.0151,0.0028,0.0,0.0,0.0,0.0002,127.1080678824219,37.36342386462118
37.36348105393751_127.1211787773984_1_180.jpg,0.3431,0.0103,0.227,0.0043,0.0039,0.0019,0.0002,0.0046,0.0369,0.001,0.2751,0.0092,0.0,0.0764,0.0055,0.0,0.0,0.0,0.0004,127.1211787773984,37.36348105393751
37.37093166783613_127.1069991268132_1_180.jpg,0.4089,0.0035,0.4062,0.0,0.0,0.0019,0.0,0.0088,0.1453,0.0002,0.0,0.0042,0.0,0.019,0.0,0.0,0.0,0.0022,0.0,127.1069991268132,37.37093166783613
37.36035207762579_127.1118446476414_1_180.jpg,0.3158,0.0189,0.3789,0.0,0.0002,0.0008,0.0,0.0051,0.008,0.0,0.2056,0.0061,0.0,0.0595,0.0011,0.0,0.0,0.0,0.0,127.1118446476414,37.36035207762579
37.3607086702855_127.1125383695451_0_0.jpg,0.2184,0.0887,0.4061,0.0,0.0021,0.0141,0.0,0.0078,0.2338,0.0019,0.0107,0.001,0.0,0.0011,0.0142,0.0,0.0,0.0,0.0,127.1125383695451,37.3607086702855
37.36071592571516_127.1121263425719_1_180.jpg,0.2538,0.0004,0.2121,0.0,0.0122,0.0,0.0,0.0065,0.313,0.0286,0.0911,0.001,0.0,0.0785,0.0025,0.0,0.0,0.0002,0.0,127.1121263425719,37.36071592571516
37.36561399900218_127.1056154158724_0_0.jpg,0.3439,0.0365,0.1228,0.032,0.017,0.0143,0.0,0.0074,0.4126,0.0065,0.0,0.0005,0.0,0.0035,0.0,0.0,0.0,0.003,0.0,127.1056154158724,37.36561399900218
37.3634549917779_127.1200864094766_0_0.jpg,0.4012,0.0187,0.2446,0.0033,0.035,0.0029,0.0,0.0035,0.2778,0.01,0.0013,0.0015,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,127.1200864094766,37.3634549917779
37.36015324384034_127.1071461614219_1_180.jpg,0.4123,0.0296,0.3869,0.0,0.0137,0.0021,0.0,0.0085,0.0856,0.0006,0.0465,0.0068,0.0003,0.0066,0.0,0.0,0.0,0.0,0.0003,127.1071461614219,37.36015324384034
37.35916143643838_127.1253461979976_0_0.jpg,0.3145,0.0044,0.3066,0.0025,0.0075,0.0,0.0,0.0089,0.0846,0.0,0.2111,0.0063,0.0068,0.0432,0.0001,0.0,0.0,0.0035,0.0,127.1253461979976,37.35916143643838
37.37232700560337_127.1059423834841_0_0.jpg,0.3963,0.0351,0.308,0.0,0.0065,0.0093,0.0016,0.0161,0.1023,0.0,0.0966,0.0024,0.0,0.0259,0.0,0.0,0.0,0.0,0.0,127.1059423834841,37.37232700560337
37.36168222482217_127.1125681505937_1_180.jpg,0.1226,0.0119,0.0412,0.0,0.0659,0.0015,0.0,0.0055,0.5206,0.001,0.0001,0.0,0.0,0.2296,0.0,0.0,0.0,0.0,0.0,127.1125681505937,37.36168222482217
37.38436851543305_127.1134808028808_1_180.jpg,0.3917,0.0,0.0222,0.0,0.0215,0.0135,0.0,0.0008,0.1953,0.0204,0.3193,0.0015,0.0,0.0093,0.0046,0.0,0.0,0.0,0.0,127.1134808028808,37.38436851543305
37.37599669630973_127.1057297237864_0_0.jpg,0.3018,0.0766,0.07,0.0134,0.0465,0.0014,0.0,0.0043,0.4372,0.0059,0.0397,0.0005,0.0,0.0022,0.0,0.0,0.0005,0.0,0.0,127.1057297237864,37.37599669630973
37.37245822023541_127.1070410198429_1_180.jpg,0.2646,0.0044,0.2458,0.0,0.0,0.0029,0.0,0.0028,0.3518,0.0058,0.0,0.0032,0.0,0.1187,0.0,0.0,0.0,0.0,0.0,127.1070410198429,37.37245822023541
37.35943605553368_127.1269840109891_0_0.jpg,0.2215,0.0009,0.5212,0.0,0.0162,0.0005,0.0,0.005,0.1249,0.0,0.0939,0.0111,0.0,0.0048,0.0,0.0,0.0,0.0,0.0,127.1269840109891,37.35943605553368
37.37323101497805_127.1126638753095_1_180.jpg,0.1614,0.0001,0.666,0.0,0.0,0.0,0.0,0.0023,0.0058,0.0001,0.127,0.0,0.0,0.0373,0.0,0.0,0.0,0.0,0.0,127.1126638753095,37.37323101497805
37.37658913067147_127.1065464841728_0_0.jpg,0.3944,0.0154,0.3096,0.0,0.0325,0.0066,0.0001,0.0089,0.2054,0.0186,0.0084,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,127.1065464841728,37.37658913067147
